"STATISTIC Label","Month","Direction","Type of Passenger Movement","UNIT","VALUE"
"Passenger Movement","1988M08","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","251815"
"Passenger Movement","1988M08","Departing Eire","Passenger Movement by Air from Cork Airport","Number","27349"
"Passenger Movement","1988M08","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","76074"
"Passenger Movement","1988M08","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","25256"
"Passenger Movement","1988M08","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","50818"
"Passenger Movement","1988M09","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","138108"
"Passenger Movement","1988M09","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","122250"
"Passenger Movement","1988M09","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","15858"
"Passenger Movement","1988M09","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","18017"
"Passenger Movement","1988M09","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","24444"
"Passenger Movement","1988M09","Arriving in Eire","Passenger Movement by Air from All Airports","Number","294803"
"Passenger Movement","1988M09","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","207393"
"Passenger Movement","1988M09","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","20520"
"Passenger Movement","1988M09","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","57986"
"Passenger Movement","1988M09","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","38465"
"Passenger Movement","1988M09","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","19521"
"Passenger Movement","1988M09","Departing Eire","Passenger Movement by Sea to All Countries","Number","156397"
"Passenger Movement","1988M09","Departing Eire","Passenger Movement by Sea to Great Britain","Number","141337"
"Passenger Movement","1988M09","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","15060"
"Passenger Movement","1988M09","Departing Eire","Passenger Movement Cross-Border Rail","Number","16639"
"Passenger Movement","1988M09","Departing Eire","Passenger Movement Cross-Border Bus","Number","24648"
"Passenger Movement","1988M09","Departing Eire","Passenger Movement by Air from All Airports","Number","307388"
"Passenger Movement","1988M09","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","214114"
"Passenger Movement","1988M09","Departing Eire","Passenger Movement by Air from Cork Airport","Number","22413"
"Passenger Movement","1988M09","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","60083"
"Passenger Movement","1988M09","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","21067"
"Passenger Movement","1988M09","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","39016"
"Passenger Movement","1988M10","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","90990"
"Passenger Movement","1988M10","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","83971"
"Passenger Movement","1988M10","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","7019"
"Passenger Movement","1988M10","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","18555"
"Passenger Movement","1988M10","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","24575"
"Passenger Movement","1988M10","Arriving in Eire","Passenger Movement by Air from All Airports","Number","231451"
"Passenger Movement","1988M10","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","171443"
"Passenger Movement","1988M10","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","15238"
"Passenger Movement","1988M10","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","36674"
"Passenger Movement","1988M10","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","20809"
"Passenger Movement","1988M10","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","15865"
"Passenger Movement","1988M10","Departing Eire","Passenger Movement by Sea to All Countries","Number","104595"
"Passenger Movement","1988M10","Departing Eire","Passenger Movement by Sea to Great Britain","Number","95397"
"Passenger Movement","1988M10","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","9198"
"Passenger Movement","1988M10","Departing Eire","Passenger Movement Cross-Border Rail","Number","17428"
"Passenger Movement","1988M10","Departing Eire","Passenger Movement Cross-Border Bus","Number","24998"
"Passenger Movement","1988M10","Departing Eire","Passenger Movement by Air from All Airports","Number","238629"
"Passenger Movement","1988M10","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","169906"
"Passenger Movement","1988M10","Departing Eire","Passenger Movement by Air from Cork Airport","Number","17119"
"Passenger Movement","1988M10","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","42708"
"Passenger Movement","1988M10","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","17859"
"Passenger Movement","1988M10","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","24849"
"Passenger Movement","1988M11","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","59055"
"Passenger Movement","1988M11","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","55585"
"Passenger Movement","1988M11","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","3470"
"Passenger Movement","1988M11","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","19096"
"Passenger Movement","1988M11","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","24618"
"Passenger Movement","1988M11","Arriving in Eire","Passenger Movement by Air from All Airports","Number","171342"
"Passenger Movement","1988M11","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","124379"
"Passenger Movement","1988M11","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","11570"
"Passenger Movement","1988M11","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","28846"
"Passenger Movement","1988M11","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","16134"
"Passenger Movement","1988M11","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","12712"
"Passenger Movement","1988M11","Departing Eire","Passenger Movement by Sea to All Countries","Number","52712"
"Passenger Movement","1988M11","Departing Eire","Passenger Movement by Sea to Great Britain","Number","50997"
"Passenger Movement","1988M11","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1715"
"Passenger Movement","1988M11","Departing Eire","Passenger Movement Cross-Border Rail","Number","17345"
"Passenger Movement","1988M11","Departing Eire","Passenger Movement Cross-Border Bus","Number","24803"
"Passenger Movement","1988M11","Departing Eire","Passenger Movement by Air from All Airports","Number","169603"
"Passenger Movement","1988M11","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","122637"
"Passenger Movement","1988M11","Departing Eire","Passenger Movement by Air from Cork Airport","Number","12047"
"Passenger Movement","1988M11","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","28453"
"Passenger Movement","1988M11","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","11324"
"Passenger Movement","1988M11","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","17129"
"Passenger Movement","1988M12","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","104034"
"Passenger Movement","1988M12","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","101659"
"Passenger Movement","1988M12","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","2375"
"Passenger Movement","1988M12","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","17719"
"Passenger Movement","1988M12","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","25805"
"Passenger Movement","1988M12","Arriving in Eire","Passenger Movement by Air from All Airports","Number","204448"
"Passenger Movement","1988M12","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","143459"
"Passenger Movement","1988M12","Arriving in Eire","Passenger Movement by Air from Cork Airport","Number","17521"
"Passenger Movement","1988M12","Arriving in Eire","Passenger Movement by Air from Shannon Airport","Number","32015"
"Passenger Movement","1988M12","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","16002"
"Passenger Movement","1988M12","Arriving in Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","16013"
"Passenger Movement","1988M12","Departing Eire","Passenger Movement by Sea to All Countries","Number","49921"
"Passenger Movement","1988M12","Departing Eire","Passenger Movement by Sea to Great Britain","Number","48308"
"Passenger Movement","1988M12","Departing Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1613"
"Passenger Movement","1988M12","Departing Eire","Passenger Movement Cross-Border Rail","Number","16504"
"Passenger Movement","1988M12","Departing Eire","Passenger Movement Cross-Border Bus","Number","26163"
"Passenger Movement","1988M12","Departing Eire","Passenger Movement by Air from All Airports","Number","153984"
"Passenger Movement","1988M12","Departing Eire","Passenger Movement by Air from Dublin Airport","Number","114796"
"Passenger Movement","1988M12","Departing Eire","Passenger Movement by Air from Cork Airport","Number","11573"
"Passenger Movement","1988M12","Departing Eire","Passenger Movement by Air from Shannon Airport","Number","20383"
"Passenger Movement","1988M12","Departing Eire","Passenger Movement by Air from Shannon Airport (Eastbound)","Number","9877"
"Passenger Movement","1988M12","Departing Eire","Passenger Movement by Air from Shannon Airport (Westbound)","Number","10506"
"Passenger Movement","1989M01","Arriving in Eire","Passenger Movement by Sea to All Countries","Number","36513"
"Passenger Movement","1989M01","Arriving in Eire","Passenger Movement by Sea to Great Britain","Number","34789"
"Passenger Movement","1989M01","Arriving in Eire","Passenger Movement by Sea to Countries Other Than Great Britain","Number","1724"
"Passenger Movement","1989M01","Arriving in Eire","Passenger Movement Cross-Border Rail","Number","15362"
"Passenger Movement","1989M01","Arriving in Eire","Passenger Movement Cross-Border Bus","Number","23455"
"Passenger Movement","1989M01","Arriving in Eire","Passenger Movement by Air from All Airports","Number","147314"
"Passenger Movement","1989M01","Arriving in Eire","Passenger Movement by Air from Dublin Airport","Number","112173"
