"Statistic Label","Quarter","Domestic","Region of Residence","UNIT","VALUE"
"Number of Nights by Irish Residents","2000Q2","Outbound","Border","Thousand","842"
"Number of Nights by Irish Residents","2000Q2","Outbound","Midland","Thousand","401"
"Number of Nights by Irish Residents","2000Q2","Outbound","West","Thousand","692"
"Number of Nights by Irish Residents","2000Q2","Outbound","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2000Q2","Outbound","Dublin","Thousand","4233"
"Number of Nights by Irish Residents","2000Q2","Outbound","Mid-East","Thousand","1208"
"Number of Nights by Irish Residents","2000Q2","Outbound","Mid-West","Thousand","746"
"Number of Nights by Irish Residents","2000Q2","Outbound","South-East","Thousand","857"
"Number of Nights by Irish Residents","2000Q2","Outbound","South-West","Thousand","1558"
"Number of Nights by Irish Residents","2000Q3","Domestic","State","Thousand","8957"
"Number of Nights by Irish Residents","2000Q3","Domestic","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2000Q3","Domestic","Border","Thousand","803"
"Number of Nights by Irish Residents","2000Q3","Domestic","Midland","Thousand","506"
"Number of Nights by Irish Residents","2000Q3","Domestic","West","Thousand","452"
"Number of Nights by Irish Residents","2000Q3","Domestic","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2000Q3","Domestic","Dublin","Thousand","3280"
"Number of Nights by Irish Residents","2000Q3","Domestic","Mid-East","Thousand","891"
"Number of Nights by Irish Residents","2000Q3","Domestic","Mid-West","Thousand","770"
"Number of Nights by Irish Residents","2000Q3","Domestic","South-East","Thousand","760"
"Number of Nights by Irish Residents","2000Q3","Domestic","South-West","Thousand","1495"
"Number of Nights by Irish Residents","2000Q3","Outbound","State","Thousand","13411"
"Number of Nights by Irish Residents","2000Q3","Outbound","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2000Q3","Outbound","Border","Thousand","983"
"Number of Nights by Irish Residents","2000Q3","Outbound","Midland","Thousand","509"
"Number of Nights by Irish Residents","2000Q3","Outbound","West","Thousand","767"
"Number of Nights by Irish Residents","2000Q3","Outbound","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2000Q3","Outbound","Dublin","Thousand","5873"
"Number of Nights by Irish Residents","2000Q3","Outbound","Mid-East","Thousand","1494"
"Number of Nights by Irish Residents","2000Q3","Outbound","Mid-West","Thousand","861"
"Number of Nights by Irish Residents","2000Q3","Outbound","South-East","Thousand","1063"
"Number of Nights by Irish Residents","2000Q3","Outbound","South-West","Thousand","1861"
"Number of Nights by Irish Residents","2000Q4","Domestic","State","Thousand","3828"
"Number of Nights by Irish Residents","2000Q4","Domestic","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2000Q4","Domestic","Border","Thousand","292"
"Number of Nights by Irish Residents","2000Q4","Domestic","Midland","Thousand","118"
"Number of Nights by Irish Residents","2000Q4","Domestic","West","Thousand","359"
"Number of Nights by Irish Residents","2000Q4","Domestic","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2000Q4","Domestic","Dublin","Thousand","1342"
"Number of Nights by Irish Residents","2000Q4","Domestic","Mid-East","Thousand","462"
"Number of Nights by Irish Residents","2000Q4","Domestic","Mid-West","Thousand","335"
"Number of Nights by Irish Residents","2000Q4","Domestic","South-East","Thousand","359"
"Number of Nights by Irish Residents","2000Q4","Domestic","South-West","Thousand","561"
"Number of Nights by Irish Residents","2000Q4","Outbound","State","Thousand","6078"
"Number of Nights by Irish Residents","2000Q4","Outbound","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2000Q4","Outbound","Border","Thousand","539"
"Number of Nights by Irish Residents","2000Q4","Outbound","Midland","Thousand","261"
"Number of Nights by Irish Residents","2000Q4","Outbound","West","Thousand","463"
"Number of Nights by Irish Residents","2000Q4","Outbound","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2000Q4","Outbound","Dublin","Thousand","2371"
"Number of Nights by Irish Residents","2000Q4","Outbound","Mid-East","Thousand","630"
"Number of Nights by Irish Residents","2000Q4","Outbound","Mid-West","Thousand","445"
"Number of Nights by Irish Residents","2000Q4","Outbound","South-East","Thousand","462"
"Number of Nights by Irish Residents","2000Q4","Outbound","South-West","Thousand","907"
"Number of Nights by Irish Residents","2001Q1","Domestic","State","Thousand","3341"
"Number of Nights by Irish Residents","2001Q1","Domestic","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2001Q1","Domestic","Border","Thousand","285"
"Number of Nights by Irish Residents","2001Q1","Domestic","Midland","Thousand","134"
"Number of Nights by Irish Residents","2001Q1","Domestic","West","Thousand","326"
"Number of Nights by Irish Residents","2001Q1","Domestic","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2001Q1","Domestic","Dublin","Thousand","982"
"Number of Nights by Irish Residents","2001Q1","Domestic","Mid-East","Thousand","430"
"Number of Nights by Irish Residents","2001Q1","Domestic","Mid-West","Thousand","332"
"Number of Nights by Irish Residents","2001Q1","Domestic","South-East","Thousand","320"
"Number of Nights by Irish Residents","2001Q1","Domestic","South-West","Thousand","533"
"Number of Nights by Irish Residents","2001Q1","Outbound","State","Thousand","5523"
"Number of Nights by Irish Residents","2001Q1","Outbound","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2001Q1","Outbound","Border","Thousand","336"
"Number of Nights by Irish Residents","2001Q1","Outbound","Midland","Thousand","135"
"Number of Nights by Irish Residents","2001Q1","Outbound","West","Thousand","567"
"Number of Nights by Irish Residents","2001Q1","Outbound","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2001Q1","Outbound","Dublin","Thousand","2202"
"Number of Nights by Irish Residents","2001Q1","Outbound","Mid-East","Thousand","651"
"Number of Nights by Irish Residents","2001Q1","Outbound","Mid-West","Thousand","377"
"Number of Nights by Irish Residents","2001Q1","Outbound","South-East","Thousand","425"
"Number of Nights by Irish Residents","2001Q1","Outbound","South-West","Thousand","830"
"Number of Nights by Irish Residents","2001Q2","Domestic","State","Thousand","4663"
"Number of Nights by Irish Residents","2001Q2","Domestic","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2001Q2","Domestic","Border","Thousand","388"
"Number of Nights by Irish Residents","2001Q2","Domestic","Midland","Thousand","189"
"Number of Nights by Irish Residents","2001Q2","Domestic","West","Thousand","410"
"Number of Nights by Irish Residents","2001Q2","Domestic","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2001Q2","Domestic","Dublin","Thousand","1723"
"Number of Nights by Irish Residents","2001Q2","Domestic","Mid-East","Thousand","558"
"Number of Nights by Irish Residents","2001Q2","Domestic","Mid-West","Thousand","366"
"Number of Nights by Irish Residents","2001Q2","Domestic","South-East","Thousand","359"
"Number of Nights by Irish Residents","2001Q2","Domestic","South-West","Thousand","669"
"Number of Nights by Irish Residents","2001Q2","Outbound","State","Thousand","11221"
"Number of Nights by Irish Residents","2001Q2","Outbound","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2001Q2","Outbound","Border","Thousand","901"
"Number of Nights by Irish Residents","2001Q2","Outbound","Midland","Thousand","478"
"Number of Nights by Irish Residents","2001Q2","Outbound","West","Thousand","641"
"Number of Nights by Irish Residents","2001Q2","Outbound","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2001Q2","Outbound","Dublin","Thousand","4584"
"Number of Nights by Irish Residents","2001Q2","Outbound","Mid-East","Thousand","1437"
"Number of Nights by Irish Residents","2001Q2","Outbound","Mid-West","Thousand","754"
"Number of Nights by Irish Residents","2001Q2","Outbound","South-East","Thousand","914"
"Number of Nights by Irish Residents","2001Q2","Outbound","South-West","Thousand","1511"
"Number of Nights by Irish Residents","2001Q3","Domestic","State","Thousand","10899"
"Number of Nights by Irish Residents","2001Q3","Domestic","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2001Q3","Domestic","Border","Thousand","862"
"Number of Nights by Irish Residents","2001Q3","Domestic","Midland","Thousand","478"
"Number of Nights by Irish Residents","2001Q3","Domestic","West","Thousand","773"
"Number of Nights by Irish Residents","2001Q3","Domestic","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2001Q3","Domestic","Dublin","Thousand","3907"
"Number of Nights by Irish Residents","2001Q3","Domestic","Mid-East","Thousand","1069"
"Number of Nights by Irish Residents","2001Q3","Domestic","Mid-West","Thousand","1052"
"Number of Nights by Irish Residents","2001Q3","Domestic","South-East","Thousand","995"
"Number of Nights by Irish Residents","2001Q3","Domestic","South-West","Thousand","1762"
"Number of Nights by Irish Residents","2001Q3","Outbound","State","Thousand","14821"
"Number of Nights by Irish Residents","2001Q3","Outbound","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2001Q3","Outbound","Border","Thousand","1085"
"Number of Nights by Irish Residents","2001Q3","Outbound","Midland","Thousand","551"
"Number of Nights by Irish Residents","2001Q3","Outbound","West","Thousand","1040"
"Number of Nights by Irish Residents","2001Q3","Outbound","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2001Q3","Outbound","Dublin","Thousand","6401"
"Number of Nights by Irish Residents","2001Q3","Outbound","Mid-East","Thousand","1964"
"Number of Nights by Irish Residents","2001Q3","Outbound","Mid-West","Thousand","905"
"Number of Nights by Irish Residents","2001Q3","Outbound","South-East","Thousand","1012"
"Number of Nights by Irish Residents","2001Q3","Outbound","South-West","Thousand","1863"
"Number of Nights by Irish Residents","2001Q4","Domestic","State","Thousand","4305"
"Number of Nights by Irish Residents","2001Q4","Domestic","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2001Q4","Domestic","Border","Thousand","430"
"Number of Nights by Irish Residents","2001Q4","Domestic","Midland","Thousand","178"
"Number of Nights by Irish Residents","2001Q4","Domestic","West","Thousand","389"
"Number of Nights by Irish Residents","2001Q4","Domestic","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2001Q4","Domestic","Dublin","Thousand","1419"
"Number of Nights by Irish Residents","2001Q4","Domestic","Mid-East","Thousand","430"
"Number of Nights by Irish Residents","2001Q4","Domestic","Mid-West","Thousand","469"
"Number of Nights by Irish Residents","2001Q4","Domestic","South-East","Thousand","433"
"Number of Nights by Irish Residents","2001Q4","Domestic","South-West","Thousand","557"
"Number of Nights by Irish Residents","2001Q4","Outbound","State","Thousand","6388"
"Number of Nights by Irish Residents","2001Q4","Outbound","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2001Q4","Outbound","Border","Thousand","584"
"Number of Nights by Irish Residents","2001Q4","Outbound","Midland","Thousand","310"
"Number of Nights by Irish Residents","2001Q4","Outbound","West","Thousand","611"
"Number of Nights by Irish Residents","2001Q4","Outbound","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2001Q4","Outbound","Dublin","Thousand","2377"
"Number of Nights by Irish Residents","2001Q4","Outbound","Mid-East","Thousand","669"
"Number of Nights by Irish Residents","2001Q4","Outbound","Mid-West","Thousand","595"
"Number of Nights by Irish Residents","2001Q4","Outbound","South-East","Thousand","552"
"Number of Nights by Irish Residents","2001Q4","Outbound","South-West","Thousand","690"
"Number of Nights by Irish Residents","2002Q1","Domestic","State","Thousand","3645"
"Number of Nights by Irish Residents","2002Q1","Domestic","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2002Q1","Domestic","Border","Thousand","280"
"Number of Nights by Irish Residents","2002Q1","Domestic","Midland","Thousand","131"
"Number of Nights by Irish Residents","2002Q1","Domestic","West","Thousand","374"
"Number of Nights by Irish Residents","2002Q1","Domestic","Southern and Eastern","Thousand",""
"Number of Nights by Irish Residents","2002Q1","Domestic","Dublin","Thousand","1296"
"Number of Nights by Irish Residents","2002Q1","Domestic","Mid-East","Thousand","441"
"Number of Nights by Irish Residents","2002Q1","Domestic","Mid-West","Thousand","238"
"Number of Nights by Irish Residents","2002Q1","Domestic","South-East","Thousand","381"
"Number of Nights by Irish Residents","2002Q1","Domestic","South-West","Thousand","504"
"Number of Nights by Irish Residents","2002Q1","Outbound","State","Thousand","6272"
"Number of Nights by Irish Residents","2002Q1","Outbound","Border, Midland and Western","Thousand",""
"Number of Nights by Irish Residents","2002Q1","Outbound","Border","Thousand","435"
